ID,都道府県,城名,読み方,種類,所在地,築城年代,城主・築城者,別名,備考
1635,滋賀県,横山城,よこやまじょう,,滋賀県長浜市堀部町,,浅井井演、三田村国定・野村直隆・大野木秀俊（浅井氏家臣）、木下秀吉（織田氏家臣）,－,遺構: 曲輪、土塁、竪堀
1636,滋賀県,歓喜寺城,かんきじじょう,,滋賀県大津市大物,,木戸氏？,（歓喜寺城・歓喜寺山城）,遺構: 曲輪、石垣、土塁、堀切
1637,滋賀県,水口城,みなくちじょう,,滋賀県甲賀市水口町水口,,加藤氏,碧水城,遺構: 曲輪、石垣、横堀（水堀・空堀）
1638,滋賀県,水口岡山城,みなくちおかやまじょう,,滋賀県甲賀市水口町京町,,中村氏、長束氏,水口古城,遺構: 曲輪、石垣、土塁、堀切、横堀（空堀）
1639,滋賀県,水茎岡山城,すいけいおかやまじょう,,滋賀県近江八幡市牧町,,九里氏,岡山城、水茎館、尾山城,遺構: 曲輪、石垣、土塁、堅堀、切岸
1640,滋賀県,永原城,ながはらじょう,,滋賀県野洲市永原1093,,永原氏,（永原御殿）,遺構: 曲輪、土塁、櫓台、横堀、石垣
1641,滋賀県,沖島坊谷城,おきしまぼうやじょう,,滋賀県近江八幡市沖島町,,不明,－,遺構: 曲輪、石積、土塁、堀切
1642,滋賀県,清水山城,しみずやまじょう,,滋賀県高島市新旭町安井川,,高島氏、佐々木氏,日高山城,遺構: 曲輪、土塁、横堀
1643,滋賀県,瀬田城,せたじょう,,滋賀県大津市瀬田2-13（地図は石碑の場所を示す）,,山岡氏,－,遺構: 消滅
1644,滋賀県,田上山城,たがみやまじょう,,滋賀県長浜市木之本町木之本,,羽柴氏,田上山砦、田神山城、木之本城,遺構: 曲輪、土塁、虎口、馬出、横堀（空堀）、土橋
1645,滋賀県,田中城,たなかじょう,,滋賀県高島市安曇川町田中字大畑,,田中氏,田中東堡、上寺城、上の城,遺構: 曲輪、土塁、堀切、井戸
1646,滋賀県,田屋城,たやじょう,,滋賀県高島市マキノ町森西,,田屋吉頼,－,遺構: 曲輪、土塁、堀切、竪堀、虎口
1647,滋賀県,甲賀郡中惣城館,こうかぐんちゅうそうじょうかん,,滋賀県甲賀市甲南町新治他（地図は新宮城を示す）,,不明［寺前城・村雨城・竹中城］、服部氏［新宮城・新宮支城］,甲賀郡中惣城館［寺前城・村雨城・新宮城・新宮支城・竹中城］,遺構: 曲輪、土塁、横堀（空堀）、虎口［すべて］、堀切［寺前城・村雨城・新宮城・新宮支城］
1648,滋賀県,百済寺,ひゃくさいじ,,滋賀県東近江市百済寺町他,,堀秀政,百済寺城,遺構: 石垣、土塁、横堀（空堀）、竪堀、本堂、赤門、仁王門
1649,滋賀県,目加田城,めかだじょう,,滋賀県愛知郡愛荘町目加田（目賀田城跡公園）,,目賀田氏,－,遺構: 曲輪、土塁
1650,滋賀県,箕作城,みつくりじょう,,滋賀県東近江市五個荘山本町,,佐々木高信、高島越中氏,箕作山城、清水城、清水山城,遺構: 曲輪、土塁、横堀（空堀）
1651,滋賀県,細川城,ほそかわじょう,,滋賀県大津市葛川細川町,,不明,－,遺構: 曲輪、石垣
1652,滋賀県,膳所城,ぜぜじょう,,滋賀県大津市丸の内町,,戸田氏、本多氏,石鹿城、望湖城,遺構: 石垣、移築櫓、移築門
1653,滋賀県,芦浦観音寺館,あしうらかんのんじやかた,,滋賀県草津市芦浦町445,,詮舜他,芦浦城、芦浦観音寺,遺構: 石塁、土塁、横堀
1654,滋賀県,虎御前山城,とらごぜやまじょう,,滋賀県長浜市湖北町河毛他,,木下秀吉（織田氏家臣）,中野城、八相山砦、虎御前山砦,遺構: 曲輪、土塁、横堀（空堀）、竪堀、虎口
1655,滋賀県,衣川城,きぬがわじょう,,滋賀県大津市衣川2,,山内氏,－,遺構: （発掘調査：溝跡、建物跡）
1656,滋賀県,西岡城,にしおかじょう,,滋賀県長浜市西浅井町余,,熊谷氏,－,遺構: 曲輪、土塁、堀切
1657,滋賀県,観音寺城,かんのんじじょう,,滋賀県近江八幡市安土町,,六角氏,佐々木城,遺構: 曲輪、石垣、土塁、横堀、門跡
1658,滋賀県,賤ヶ岳砦,しずがたけとりで,,滋賀県長浜市川並、大音,,東野左馬助・西野壱岐守（浅井氏家臣）、桑山重晴・羽田正親・浅野長政（羽柴氏家臣）,賤ヶ岳城,遺構: 曲輪、帯曲輪、腰曲輪、土塁、堀切、竪堀、切岸
1659,滋賀県,金ケ森城,かねがもりじょう,,滋賀県守山市金森町,,川那辺氏,金が森城、金森城、金森御坊,遺構: 消滅
1660,滋賀県,鎌刃城,かまはじょう,,滋賀県米原市番場,,土肥氏、堀氏,－,遺構: 曲輪、帯曲輪、石垣、土塁、堀切、切岸、虎口
1661,滋賀県,長光寺城,ちょうこうじじょう,,滋賀県近江八幡市長光寺町、長福寺町,,佐々木氏、柴田氏,瓶割山城、瓶割城,遺構: 曲輪、石垣、土塁、堀切、井戸
1662,滋賀県,長比城,たけくらべじょう,,滋賀県米原市柏原／岐阜県不破郡関ヶ原町今須,,浅井氏,長比砦、野瀬小城、野瀬山城,遺構: 曲輪、土塁、竪堀、虎口
1663,滋賀県,長浜城,ながはまじょう,,滋賀県長浜市公園町,,羽柴氏、柴田氏、山内氏、内藤氏,今浜城,遺構: 曲輪、石垣、横堀、井戸
1664,滋賀県,関津城,せきのつじょう,,滋賀県大津市田上関津町,,宇野氏,－,遺構: 曲輪、土塁、竪堀、堀切
1665,滋賀県,青地城,あおちじょう,,滋賀県草津市青地町,,青地氏,部田城,遺構: 曲輪、土塁、横堀（空堀）
1666,滋賀県,高室山城,たかむろやまじょう,,滋賀県犬上郡多賀町高室山,,明智氏？,腰越の城,遺構: 曲輪、堀切、竪堀
1667,滋賀県,高野城,たかのじょう,,滋賀県東近江市永源寺高野町,,小倉氏、織田氏,（高野館、お鍋館）,遺構: （発掘調査：石垣）
1668,滋賀県,鯰江城,なまずえじょう,,滋賀県東近江市鯰江町,,鯰江氏,－,遺構: 石垣、土塁
1669,滋賀県,黒川氏城,くろかわしじょう,,滋賀県甲賀市土山町鮎河,,黒川氏,－,遺構: 曲輪、土塁、堀切、横堀（空堀）、堅堀、石垣
1670,京都府,上中城,かみなかじょう,,京都府京都市右京区京北上中町,,九郎国眞,田中城、田中の小城,遺構: 曲輪、土塁、横堀（空堀）
1671,京都府,上林城,かんばやしじょう,,京都府綾部市八津合町城下,,上林氏、高田治忠、藤懸氏,生貫山城、蝸牛ケ城,遺構: 曲輪、石垣、堀切、（発掘調査：礎石、畝状竪堀群）
1672,京都府,下岡城,しもおかじょう,,京都府京丹後市網野町下岡松ヶ谷他,,高屋氏（一色氏家臣）,－,遺構: 曲輪、土塁、堀切、横堀（空堀）、堅堀、井戸
1673,京都府,中尾城,なかおじょう,,京都府京都市左京区浄土寺大山町他,,足利氏,－,遺構: 曲輪、土塁、堀切
1674,京都府,中山城,なかやまじょう,,京都府舞鶴市中山一ノ丸他,,一色氏、沼田氏,－,遺構: 曲輪、堀切
1675,京都府,久美浜陣屋,くみはまじんや,,京都府京丹後市久美浜町西本町,,海上弥兵衛（代官）,久美浜代官所、久美浜代官陣屋,遺構: 移築門（豊岡市立図書館）
1676,京都府,亀山城,かめやまじょう,,京都府亀岡市荒塚町内丸1,,明智氏、羽柴氏、石田氏、岡部氏,亀宝城、亀岡城、丹波亀山城、霞城,遺構: 曲輪、石垣、横堀
1677,京都府,二条古城,にじょうこじょう,,京都府京都市上京区五町目町,,足利氏,旧二条城,遺構: 消滅
1678,京都府,二条城,にじょうじょう,,京都府京都市中京区二条通堀川西入二条城町,,徳川氏,二条御所,遺構: 曲輪、御殿、櫓、門、石垣、横堀（水堀）、庭園
1679,京都府,五箇城,ごかじょう,,京都府京丹後市峰山町五箇船岡他,,石川小太郎、山岡民部介,－,遺構: 曲輪、堀切、切岸
1680,京都府,今宮城,いまみやじょう,,京都府南丹市美山町高野今宮,,川勝氏,津向山城,遺構: 曲輪、土塁、堀切
1681,京都府,伊根城,いねじょう,,京都府与謝郡伊根町亀島,,島津氏,亀島城,遺構: 曲輪
1682,京都府,伏見城,ふしみじょう,,京都府京都市伏見区桃山町,,豊臣氏、徳川氏,桃山城、指月城、木幡山城,遺構: 曲輪、移築門、石垣、横堀
1683,京都府,余部城,あまるべじょう,,京都府亀岡市余部町古城、榿又、下条,,野田泰忠、長尾大和守、中沢氏、福井氏、明智氏、能勢氏,過部城、余部丸岡城、丸岡城、円岡城、岡山城,遺構: 消滅
1684,京都府,八木城,やぎじょう,,京都府南丹市八木町八木内山他、亀岡市宮前町神前大谷他,,内藤氏、松永氏,－,遺構: 曲輪、櫓台、石垣、土塁、井戸
1685,京都府,勝龍寺城,しょうりゅうじじょう,,京都府長岡京市勝竜寺13-1,,細川氏、永井氏,勝竜寺城、小竜寺城,遺構: 曲輪、土塁、横堀（空堀）、井戸
1686,京都府,吉祥院城,きっしょういんじょう,,京都府京都市南区吉祥院西ノ庄東屋敷町,,細川氏、三好氏,－,遺構: 消滅
1687,京都府,向島城,むかいじまじょう,,京都府京都市伏見区向島本丸町他,,豊臣氏,四谷城,遺構: 消滅
1688,京都府,周山城,しゅうざんじょう,,京都府京都市右京区京北周山町,,明智氏,－,遺構: 曲輪、天守台、石垣、土塁、堀切、井戸、虎口
1689,京都府,園部城,そのべじょう,,京都府南丹市園部町小桜町97,,小出氏,薗部城、（園部陣屋）,遺構: 曲輪、石垣、横堀、巽櫓、太鼓櫓、櫓門、番所
1690,京都府,堂ノ庭城,どうのにわじょう,,京都府京都市北区西賀茂城山,,細川氏、明智氏？,長坂城,遺構: 曲輪、帯曲輪、石積、土塁、横堀（空堀）
1691,京都府,塩貝城,しおがいじょう,,京都府南丹市日吉町上胡麻奥,,塩貝氏,大戸城、上胡麻城,遺構: 曲輪、土塁、堀切、竪堀、切岸
1692,京都府,宇津城,うつじょう,,京都府京都市右京区京北下宇津町,,宇都氏,宇都城,遺構: 曲輪、石垣、堀切
1693,京都府,宮津城,みやづじょう,,京都府宮津市鶴賀,,細川氏、京極氏、永井氏、青山氏、本庄松平氏,鶴賀城、細川城,遺構: 曲輪、移築太鼓門、石垣
1694,京都府,寺戸城,てらどじょう,,京都府向日市寺戸町古城、西野（例慶公園）,,竹田氏、野田氏,－,遺構: 消滅
1695,京都府,将軍山城,しょうぐんやまじょう,,京都府京都市左京区北白川清沢口町,,細川氏、足利氏、明智光秀,勝軍山城、勝軍地蔵山城、瓜生山城、北白川城,遺構: 曲輪、土塁、横堀（空堀）
1696,京都府,小泉城,こいずみじょう,,京都府京都市右京区西院春日町他,,三好氏,西院城,遺構: 消滅
1697,京都府,小畑城,おばたじょう,,京都府綾部市小畑町宗谷,,波々伯部氏,－,遺構: 曲輪、土塁、堀切
1698,京都府,山家城,やまがじょう,,京都府綾部市広瀬町城山,,和久氏,甲ヶ峯城、甲ケ峯城,遺構: 曲輪、土塁、堀切、竪堀、土橋
1699,京都府,山崎城,やまざきじょう,,京都府乙訓郡大山崎町大山崎古城他,,林氏、薬師寺氏、細川氏、豊臣氏、新庄氏,鳥取尾山城、天王山城、天王山宝寺城、宝寺城、山崎宝寺城、宝積寺城,遺構: 曲輪、土塁、櫓台、天守台、横堀（空堀）、竪堀、井戸
1700,京都府,山科本願寺,やましなほんがんじ,,京都府京都市山科区西野阿芸沢町,,蓮如、実如、証如,本願寺ノ城,遺構: 土塁
1701,京都府,嵐山城,あらしやまじょう,,京都府京都市西京区嵐山元録山町,,香西氏,嵯峨城,遺構: 曲輪、石積、土塁、堀切、竪堀
1702,京都府,建部山城,たけべやまじょう,,京都府舞鶴市下東宮ノ谷他,,一色氏、細川氏,八田城、田辺城,遺構: 曲輪、土塁
1703,京都府,弓木城,ゆみのきじょう,,京都府与謝郡与謝野町弓木城山,,稲富氏、一色氏,稲富城、一色城,遺構: 曲輪、土塁、堀切、横堀（空堀）
1704,京都府,御土居,おどい,,京都府京都市北区鷹峯旧土居町、大宮土居町、紫野西土居町他（地図は鷹ヶ峯の御土居を示す）,,豊臣氏,御土居堀、京都総曲輪,遺構: 土塁、横堀（空堀）
1705,京都府,御影山城,みかげやまじょう,,京都府亀岡市千歳町千歳出雲山,,柳本氏、内藤氏,出雲城,遺構: 曲輪、石積、土塁、堀切
1706,京都府,木津城,きづじょう,,京都府木津川市木津片山,,木津氏、三好氏,－,遺構: 曲輪、土塁、堀切
1707,京都府,本能寺,ほんのうじ,,京都府京都市中京区元本能寺南町（旧本能寺跡）,,法華衆、織田信長,本能寺城,遺構: 消滅
1708,京都府,槇島城,まきしまじょう,,京都府宇治市槇島町大幡,,長瀬左衛門、赤沢宗益、真木島氏、塙氏、井戸氏,槙島城、填島城、真木嶋城、薗場城,遺構: 消滅
1709,京都府,橋爪城,はしづめじょう,,京都府船井郡京丹波町橋爪,,山内氏,－,遺構: 曲輪、土塁、堀切、横堀（空堀）、竪堀
1710,京都府,水主城,みずしじょう,,京都府城陽市水主北垣内,,斎藤彦次郎、水主氏,御厨子城,遺構: 消滅
1711,京都府,河守城,こうもりじょう,,京都府福知山市大江町河守大谷城山,,新治氏、上原氏,－,遺構: 曲輪、帯曲輪、切岸
1712,京都府,泉源寺城,せんげんじじょう,,京都府舞鶴市泉源寺坊中,,栗屋氏,泉源寺大谷城、大谷城,遺構: 曲輪、土塁、堀切
1713,京都府,淀古城,よどこじょう,,京都府京都市伏見区納所北城堀（妙教寺）,,薬師寺氏、細川氏、三好氏、金子氏、木村氏,藤岡城、淀城,遺構: 消滅
1714,京都府,淀城,よどじょう,,京都府京都市伏見区淀本町（淀城跡公園）,,松平氏、石川氏、稲葉氏,てん城、新淀城,遺構: 曲輪、石垣、天守台、横堀（水堀）
1715,京都府,物集女城,もずめじょう,,京都府向日市物集女町中条,,物集女氏,－,遺構: 曲輪、土塁、横堀
1716,京都府,猪崎城,いざきじょう,,京都府福知山市猪崎城山,,塩見氏,監物山城、橘城,遺構: 曲輪、土塁、横堀（空堀）、櫓台
1717,京都府,田辺城,たなべじょう,,京都府舞鶴市字南田辺15-22,,細川氏、京極氏、牧野氏,丹後田辺城、舞鶴城,遺構: 曲輪、石垣、横堀、庭園
1718,京都府,白栖城,しらすじょう,,京都府相楽郡和束町白栖西谷,,森田氏,森田城,遺構: 曲輪、土塁、堀切
1719,京都府,石原城,いさじょう,,京都府福知山市石原1256,,大槻氏,－,遺構: 曲輪、土塁、横堀（空堀）
1720,京都府,神尾山城,かんのおさんじょう,,京都府亀岡市宮前町、東本梅町,,柳本氏、明智氏,神尾城、神尾寺城、神尾山古城、本梅城、本免城、本目城,遺構: 曲輪、石積、横堀（空堀）、井戸跡
1721,京都府,禅定寺城,ぜんじょうじじょう,,京都府綴喜郡宇治田原町禅定寺奥城土,,不明,－,遺構: 曲輪
1722,京都府,福知山城,ふくちやまじょう,,京都府福知山市字内記,,明智氏、朽木氏,福智山城、横山城、臥龍城、八幡城、掻上城,遺構: 曲輪、石垣、井戸、移築番所、門
1723,京都府,稲八妻城,いなやつまじょう,,京都府相楽郡精華町南稲八妻皿池他（推定地）,,奥田甚助、稲八妻氏,稲屋妻城、南稲八妻城、狛稲八妻城、狛稲八間城、政ヶ谷城,遺構: 曲輪、横堀（空堀）
1724,京都府,笑路城,わろうじじょう,,京都府亀岡市西別院町笑路風呂ヶ谷,,長沢氏,松尾城、松尾山城、松尾山古城、松尾之城,遺構: 曲輪、天守台、石垣、土塁、堀切
1725,京都府,笠置城,かさぎじょう,,京都府相楽郡笠置町笠置笠置山,,後醍醐天皇、木沢氏,笠置山城,遺構: 曲輪、土塁、横堀（空堀）、堅堀
1726,京都府,細見辻城,ほそみつじじょう,,京都府福知山市三和町辻、中出,,樋口氏,細見中出城、シロカマタ城、ダマ城,遺構: 曲輪
1727,京都府,聚楽第,じゅらくだい,,京都府京都市上京区下石橋南半町他,,豊臣氏,聚楽城、聚楽亭、内野御構,遺構: 石垣
1728,京都府,船岡山城,ふなおかやまじょう,,京都府京都市北区紫野北舟岡町,,大内氏、山名氏、細川氏,船崗山城、山名城,遺構: 曲輪、土塁、横堀（空堀）
1729,京都府,草路城,くさじじょう,,京都府京田辺市草内宮ノ後,,遊佐氏,草内城,遺構: 曲輪、土塁、横堀（水堀）
1730,京都府,行永城,ゆきながじょう,,京都府舞鶴市行永芥子谷他,,延永氏、武田氏、上羽氏,亀岩城,遺構: 曲輪、土塁、堀切、竪堀、井戸、虎口
1731,京都府,谷垣城,たにがきじょう,,京都府与謝郡与謝野町温江谷垣,,藤田氏,木積山城,遺構: 曲輪、横堀（空堀）
1732,京都府,霊山城,りょうぜんじょう,,京都府京都市東山区清閑寺霊山町,,足利氏,東山霊山城、東山御城,遺構: 曲輪、堀切
1733,京都府,静原城,しずはらじょう,,京都府京都市左京区静市静原町,,三好氏、山本氏、明智氏,城谷山,遺構: 曲輪、石垣、土塁、堀切
1734,京都府,革嶋城,かわしまじょう,,京都府京都市西京区川島玉頭長他,,革嶋氏、鶏冠井（かいで）氏、革嶋氏,革嶋館、川島城,遺構: （発掘調査：堀、土塁）
1735,京都府,須知城,しゅうちじょう,,京都府船井郡京丹波町須知市森,,須知氏,志宇知城、市森城,遺構: 曲輪、石垣、土塁、堀切
1736,京都府,高雄城,たかおじょう,,京都府京都市右京区梅ヶ畑高雄町他,,細川氏,－,遺構: 曲輪、土塁、堀切、竪堀
1737,京都府,鬼ケ城,おにがじょう,,京都府福知山市大江町南山,,赤井氏、内藤氏,鬼ヶ城,遺構: 曲輪、石垣、土塁、竪堀
1738,京都府,鳴岩城,なるいわじょう,,京都府福知山市夜久野町額田中岶、鳴岩,,夜久氏,額田城、月輪城,遺構: 曲輪、土塁、横堀（空堀）
1739,京都府,鹿背山城,かせやまじょう,,京都府木津川市鹿背山鹿曲田、藪ノ浦、古寺,,木津氏、松永氏,－,遺構: 曲輪、土塁、横堀、井戸
1740,大阪府,一津屋城,ひとつやじょう,,大阪府松原市一津屋5-8-9（厳島神社）,,三好氏,－,遺構: 曲輪、堀（周壕）
1741,大阪府,三宅城,みあけじょう,,大阪府茨木市丑寅2（推定地）,,三宅氏、香西氏,－,遺構: 消滅
1742,大阪府,三津寺砦,みつでらとりで,,大阪府大阪市中央区心斎橋筋2-7,,本願寺衆,－,遺構: 消滅
1743,大阪府,三津屋城,みつやじょう,,大阪府大阪市淀川区三津屋中（伝承地）,,楠木氏、細川氏、三好氏,中島城,遺構: 消滅
1744,大阪府,三箇城,さんがじょう,,大阪府大東市三箇5-2,,三箇氏,－,遺構: 消滅
1745,大阪府,上赤坂城,かみあかさかじょう,,大阪府南河内郡千早赤阪村桐山,,楠木氏,上赤阪城、楠木城、小根田城、桐山城,遺構: 曲輪、横堀（空堀）
1746,大阪府,下赤坂城,しもあかさかじょう,,大阪府南河内郡千早赤阪村下赤坂,,楠木氏,赤阪城、楠木館,遺構: 消滅
1747,大阪府,丸山城,まるやまじょう,,大阪府豊能郡能勢町地黄,,能勢氏,地黄古城、天王丸、城山城、能勢城,遺構: 曲輪、帯曲輪、堀切
1748,大阪府,丹南陣屋,たんなんじんや,,大阪府松原市丹南町,,高木氏,－,遺構: 消滅
1749,大阪府,久宝寺城,きゅうほうじじょう,,大阪府八尾市久宝寺6-6,,安井（渋川）氏,（久宝寺寺内町）,遺構: 消滅
1750,大阪府,交野城,かたのじょう,,大阪府交野市私部6,,安見氏,私部城,遺構: 曲輪、土塁、横堀（空堀）、井戸
1751,大阪府,仁王山城,におうざんじょう,,大阪府河内長野市天野町（推定地）,,楠木氏、遊佐堯家,小滝城,遺構: 曲輪、堀切
1752,大阪府,今福砦,いまふくとりで,,大阪府大阪市城東区今福西1（地図は石碑の場所を示す）,,矢野正倫、飯田家貞,今福柵、今福堤,遺構: 消滅
1753,大阪府,今西家土居屋敷,いまにしけどいやしき,,大阪府豊中市浜1-8-23,,今西氏,今西家屋敷、土居城、御土居屋敷,遺構: 堀、母屋、表門、土塀
1754,大阪府,伯太陣屋,はかたじんや,,大阪府和泉市伯太町4-3-6,,渡辺氏,伯太藩陣屋,遺構: 移築門（小谷城郷土館）
1755,大阪府,佐保来栖山砦,さほくるすやまとりで,,大阪府茨木市佐保,,不明,来栖山砦、来栖山城,遺構: 曲輪、石垣、土塁、竪堀、建物跡
1756,大阪府,八尾城,やおじょう,,大阪府八尾市本町（推定地）,,八尾氏、池田氏,－,遺構: 消滅
1757,大阪府,千早城,ちはやじょう,,大阪府南河内郡千早赤阪村千早,,楠木氏,楠木詰城、金剛山城,遺構: 曲輪、横堀（空堀）
1758,大阪府,千石堀城,せんごくぼりじょう,,大阪府貝塚市橋本,,大谷左大仁（根来衆）,今城,遺構: 曲輪、土塁、横堀（空堀）
1759,大阪府,博労淵砦,ばくろうぶちとりで,,大阪府大阪市西区立売堀（推定地）,,薄田兼相,伯楽淵砦,遺構: 消滅
1760,大阪府,原田城,はらだじょう,,大阪府豊中市曽根西町4,,原田氏、三好氏、中川氏,原田城北城,遺構: 土塁、横堀跡
1761,大阪府,古橋城,ふるはしじょう,,大阪府門真市御堂町8,,畠山氏・三好氏,－,遺構: 消滅
1762,大阪府,古河藩陣屋,こがはんじんや,,大阪府大阪市平野区平野宮町1（地図は石碑の場所を示す）,,土井氏,平野陣屋,遺構: 移築門（大念佛寺）
1763,大阪府,吉見陣屋,よしみじんや,,大阪府泉南郡田尻町吉見952,,遠藤氏,吉見藩陣屋,遺構: 消滅
1764,大阪府,吹田城,すいたじょう,,大阪府吹田市出口町12,,吹田氏、薬師寺氏,石浦城、西之庄城,遺構: 消滅
1765,大阪府,善福寺原城,ぜんぷくじはらじょう,,大阪府箕面市粟生間谷西5-1,,粟生氏,粟生間谷砦,遺構: 消滅
1766,大阪府,地黄城,ぢおうじょう,,大阪府豊能郡能勢町,,能勢氏,地黄陣屋、丸山新城,遺構: 曲輪、石垣、虎口
1767,大阪府,堀城,ほりじょう,,大阪府大阪市淀川区十三本町（伝承地）,,細川氏、足利義昭,中嶋城,遺構: 消滅
1768,大阪府,堺台場,さかいだいば,,大阪府堺市堺区大浜北町他（地図は堺南台場を示す）,,徳川幕府［すべて］,堺台場［堺南台場・堺北台場］,遺構: 石垣、土塁、横堀［堺南台場］、消滅［堺北台場］
1769,大阪府,堺城,さかいじょう,,大阪府堺市堺区宿院町東他,,大内氏,堺環濠,遺構: 堀
1770,大阪府,大和田城,おおわだじょう,,大阪府大阪市西淀川区大和田4、5,,下間氏、安部仁右衛門（荒木氏家臣）,－,遺構: 消滅
1771,大阪府,大坂城,おおさかじょう,,大阪府大阪市中央区（大坂城公園）,,豊臣氏、奥平氏、徳川氏,大阪城、金城、錦城、浪華城、（石山本願寺）,遺構: 曲輪、櫓、門、石垣、横堀（水堀）
1772,大阪府,大坂東町奉行所,おおさかひがしまちぶぎょうしょ,,大阪府大阪市中央区大手前之町,,久貝正俊、川路聖謨、松平信敏,－,遺構: 消滅
1773,大阪府,大坂西町奉行所,おおさかにしまちぶぎょうしょ,,大阪府大阪市中央区本町橋,,嶋田直時、久世広正、貝塚典直,－,遺構: 消滅
1774,大阪府,天保山台場,てんぽうざんだいば,,大阪府大阪市港区築港3,,徳川幕府,安治川台場,遺構: 移築大砲（大阪城小天守台）
1775,大阪府,天王寺城,てんのうじじょう,,大阪府大阪市天王寺区生玉寺町3,,原田直政、佐久間信盛,天王寺砦,遺構: 消滅
1776,大阪府,宇利和利城,うりわりじょう,,大阪府大阪市平野区瓜破東2（推定地）,,楠木正儀,瓜破城,遺構: 消滅
1777,大阪府,守口城,もりぐちじょう,,大阪府守口市竜田通,,杉氏,森口城,遺構: 消滅
1778,大阪府,安威城,あいじょう,,大阪府茨木市安威2,,安威弥四郎,安威館,遺構: 土塁跡
1779,大阪府,家原城,えばらじょう,,大阪府堺市西区家原寺町1-1-34,,松永氏、三好氏,－,遺構: 消滅
1780,大阪府,寺岡砦,てらおかとりで,,大阪府大阪市住吉区長居西2,,不明,寺岡城,遺構: 消滅
1781,大阪府,小山城,こやまじょう,,大阪府藤井寺市津堂44,,志貴右衛門、安見氏,志貫城、三好の城山,遺構: 曲輪、横堀（周壕）
1782,大阪府,小谷城,こたにじょう,,大阪府堺市南区豊田1602,,小谷氏,－,遺構: 曲輪
1783,大阪府,山田城,やまだじょう,,大阪府吹田市山田東2,,赤松氏？、香西氏,－,遺構: 消滅
1784,大阪府,岡山城,おかやまじょう,,大阪府四條畷市岡山2-7-12,,三好氏、結城ジョアン、徳川家康、徳川秀忠,御勝山,遺構: 消滅
1785,大阪府,岡山砦,おかやまとりで,,大阪府大阪市生野区勝山北4（御勝山古墳）,,徳川秀忠,－,遺構: 消滅
1786,大阪府,岸和田城,きしわだじょう,,大阪府岸和田市岸城町9-1,,小出氏、岡部氏,岸ノ和田城、滕城、蟄亀利城、千亀利城,遺構: 曲輪、石垣、横堀（水堀）
1787,大阪府,平石城,ひらいし（ひらいわ,,大阪府南河内郡河南町平石,,平岩氏,平岩城,遺構: 曲輪
1788,大阪府,往生院城,おうじょういんじょう,,大阪府東大阪市六万寺町1,,楠木正行、畠山氏,－,遺構: 消滅
1789,大阪府,徳庵城,とくあんじょう,,大阪府東大阪市稲田（推定地）,,井賀和泉守,－,遺構: 消滅
1790,大阪府,恩智城,おんぢじょう,,大阪府八尾市恩智中町5,,恩智満一,－,遺構: 曲輪、土塁
1791,大阪府,我孫子城,あびこじょう,,大阪府大阪市住吉区我孫子4-1,,今井兵部,－,遺構: 消滅
1792,大阪府,新堀城,しんぼりじょう,,大阪府大阪市住吉区長居東1（推定地）,,香西長信・十河一行、本願寺衆,－,遺構: 消滅
1793,大阪府,新庄城,しんじょうじょう,,大阪府大阪市東淀川区下新庄5（明教寺）,,中川清秀,－,遺構: 消滅
1794,大阪府,日根荘城館,ひねのしょうじょうかん,,大阪府泉佐野市土丸／泉南郡熊取町野田（地図は土丸城を示す）,,日根野氏［土丸城］、橋本氏、広橋氏、根来寺衆［雨山城］,日根荘城館［土丸城（槌丸城）・雨山城］,遺構: 曲輪、土塁、堀切、井戸［すべて］
1795,大阪府,普門寺城,ふもんじじょう,,大阪府高槻市富田町4-10,,細川氏、足利氏,－,遺構: 土塁
1796,大阪府,木津城,きづじょう,,大阪府大阪市西成区出城1,,本願寺衆,木津砦,遺構: 消滅
1797,大阪府,木津川台場,きづがわだいば,,大阪府大阪市大正区南恩加島（推定地）,,高松藩,－,遺構: 消滅
1798,大阪府,東村砦,ひがしむらとりで,,大阪府堺市北区百舌鳥梅町1-23,,不明,－,遺構: 消滅
1799,大阪府,松尾寺城,まつおでらじょう,,大阪府和泉市松尾寺町,,松尾寺門徒,－,遺構: 曲輪、石垣
1800,大阪府,枚方城,ひらかたじょう,,大阪府枚方市上之町9（推定地）,,本多氏,－,遺構: 消滅
1801,大阪府,柴島城,くにじまじょう,,大阪府大阪市東淀川区柴島2-19-5,,十河氏、細川氏、稲葉氏,柴嶋城,遺構: 消滅
1802,大阪府,根福寺城,こんぷくじじょう,,大阪府貝塚市秬谷,,松浦氏、根来衆,野田山城,遺構: 曲輪、石垣、土塁、堀切、横堀（空堀）、竪堀
1803,大阪府,楠葉台場,くずはだいば,,大阪府枚方市楠葉中之芝2,,福山藩・宮津藩・小浜藩,－,遺構: 土塁
1804,大阪府,楼ノ岸砦,ろうのきしとりで,,大阪府大阪市中央区石町2-2（推定地）,,稲葉氏、中川氏、本願寺衆,楼の岸砦,遺構: 消滅
1805,大阪府,榎並城,えなみじょう,,大阪府大阪市城東区野江4-1-28（榎並小学校前）,,三好政勝,江波城、十七箇所城,遺構: 消滅
1806,大阪府,正覚寺城,しょうがくじじょう,,大阪府大阪市平野区加美正覚寺1,,畠山政長,－,遺構: 消滅
1807,大阪府,毛馬城,けまじょう,,大阪府大阪市都島区毛馬町,,本願寺衆,飯満城,遺構: 消滅
